review,sentiment
"Had an amazing experience with staff and they were hospitable Loved it 

Tasty food with good choice of starters

And its pocket friendly too",1
Location is hideous Insects everywhere The pasta was so bland The veggie burger was quite spicy Not a place for couples Or for anyone actually,0
The worst burger ever,0
wet n worst food worst food of my life,0
Superb and friendly service  Taste was good and awesome Loved it we can have our choice of food and refreshments in a good atmosphere,1
very bad pizza is very dry and tasted awful,0
Paneer Schezwan Sandwich was Really Good ,1
Ausum place to chill Great music great hukka and good food  Must try here  The staff was very courteous and responsive  Ambience is amazing,1
good,1
Ausum place to chill Great music great hukka and good food  Must try here  The staff was very courteous and responsive  Ambience is amazing,1
below average,0
"A very small beautiful place
I really loved it
Everything was so beautiful that I loved every bit of it I visited Church Street Lasagna was OMG",1
Thank you for an amazing customer service,1
bad Patty was spoiled it smelled bad and shake was just water and a Oreo thrown in it,0
Pathetic Waste of money,0
awesome,1
Odered grilled sandwich and they gave toasted bread with uncooked cheese inside,0
Odered grilled sandwich and they gave toasted bread with uncooked cheese inside,0
Cozy place Been here a couple of timesTasty and fresh food Pastas are very tasty More options could be introduced light on the pocket as well,1
Decent place to have Hookah and good times with your friends not very expensive A budgeted place  Food was very nice so as the ambience ,1
very quick and on time delivery with good food,1
Nice place and great food Not enough place to sit inside the restaurant like an European street cafe enjoy the food on the street side tables,1
We have ordered pasta and chicken biriyani  quantity and quality was superb now regular for cafe graffiters  Taste really mindblowing,1
good,1
Very good food  nice sitting I loved it must visit place ndsndjdndndndndndnndndbdbdndbdndndndndndnndndndndndndndndnndndndndndndndndnndndjdjd,1
good food,1
"Good place to visit with friends Price of food is little bit high but taste is good
I ordered pasta shake fish and chips and fries Must visit",1
"the quantity of masala Maggi was very less 
paying 60 RS and getting 20rs Maggi not fair",0
pizza was not baked properly,0
I opted for extra veg but no veg only n its not hot,0
ordered crunchy chicken but received veg burger,0
non veg smell in veg food,0
Yummyyyy Food,1
,1
quantity was very less the box was half filled,1
Why not delivering in roopena agrahara near to silk board side  You will more consumers from here  kindly reply we are looking to hear from you,0
I ordered Large but you guys gave me medium and regular pizza this not fair,0
not so good,0
Food is very yummy and tasty Serving facilities are also very good Very nice and spacious restaurant Healthy place to visit with family,1
Awesome place to hangout Love it Friendly staffs Great pocket friendly food Quality not compromised new favourite place in Koramangala,1
Nice tasty food,1
Spaghetti Not edible,0
Shubhankar is a nice good server The place is amazing with good food and music I will surely come back again As I have visited this place twice,1
Its a really good place to spend time  really loved it It was our first visit me we loved it really wellcostumes for decorating was good ,1
awesome  I really loved their services n food tqqqq,1
Food is very yummy and tasty Serving facilities are also very good Very nice and spacious restaurant Healthy place to visit with family,1
Food and drinks are good Pizza was too delicious But the place lacks peoper ambience and service is a bit slow Otherwise its a good place to hit,1
Food is very yummy enjoyed a lot here very specious restaurant probably the best in this locality in terms of quality and also economic tooo thanks,1
Nothing above average tbh  coffee shake is trash  delivery was horrendous,0
Food was not tasty,0
"Best coffee in the mall
Service was quick Ambiance is good
Good flevers off coffee
egg puff was not goodnot crispy
the coffee exallent",1
Great coffee good burger bad sandwitch ,0
"This is one great place for english breakfast which I am surprised that I missed out some how for so long
Very good food
Nice service
Nice place",1
Excellent Im in love with their food Very satisfying,1
nachos was of bad taste n smelled oil and pizza was ook,0
Nice and quite cafe in the heart of the city Good place for a quite evening Tried there fries  Earl Grey Tea Double Shot Espresso Great service,1
A great place for a breakfast with the family  Went with friends all enjoyed the food overall a great experience ,1
Awesome,1
"We ordered all American burger and sandwiches it was not cooked properly The taste was bad
Dont ever order from this place
Its too pricey too",0
It has been an wonderful experience at this place The service was quick the staff was very courteous and the English Breakfast was amazing,1
Ur food was delivered cold for me,0
Mazo ayo  ,1
,1
"Cool place to hang out with friends Great food  Mushroom Canopies  A must have                                

One word  AWESOME",1
non veg smell in veg food,0
dint get what was ordered and got less in quantity have ordered many times,0
happy,1
Yummyyyy Food,1
Though the ambience was good food wasnt upto the mark Tried their pork belly steak which was too rubbery The wings were not that great either,0
The burgers are not good No taste at all,0
Amazing Walnut Brownie,1
too cold not good wont prefer again delivery guy was also rude,0
"Good variety of food great ambiance
Disappointed with Pasta  but its ok when you get such exceptional service
Will come again ",1
Nice cosy place We visited this place in the afternoon and it was very peaceful We really loved the coffee variety there and the sandwiches also,1
"Visited this place twice already and love the pastries here
Ambience is 50
Pastries 50
Food 4
Service 4

Service can improve a bit So overall 45",1
Really bad taste and packaging Burnt sausage,0
Why not delivering in roopena agrahara near to silk board side  You will more consumers from here  kindly reply we are looking to hear from you,0
good taste,1
Nice place for birthday party hanging out chatting with friends celebrating birthdays food tasty food all types of foods place is good and nearby too,0
Why not delivering in roopena agrahara near to silk board side  You will more consumers from here  kindly reply we are looking to hear from you,0
ordered medium but received small,0
"Good taste
Best in quality
Best in service
Best restaurent in jayanagar for having fast food
Must visit and enjoy the taste",1
This place is really awesome I love the food and ambience This is one the best cafe in the city  Staff is very polite generous and proactive,1
Quite quiet and peaceful to work in They have really good cheesecake in a jar and pita with hummus Service is good although not the best,1
worst packing ever would never want to eat from this place again your rating was good and i thought it be worth ordering but extremly dissapointed,0
Its a nice place to chill with friends The quality of service has always been there Visited this place couple of times its always being good,1
thick crust looks like thin crust,0
Nothing above average tbh  coffee shake is trash  delivery was horrendous,0
The chillie paneer and Alfredo pasta were amazingly awesomeLoved the taste,1
Its not at all walnut brownie,0
Nice and quite cafe in the heart of the city Good place for a quite evening Tried there fries  Earl Grey Tea Double Shot Espresso Great service,1
its not a pizza luks like normal bread,0
Very slow service Limited variety Taste very ordinary Nothing unique Very less range for veg customers I may not recommend for pure vegetarians,0
It was non spicy,0
it was gOodBt it wouldbe betterif you have provide some snackstoo,1
Good taste but flakes are required,1
It has been an wonderful experience at this place The service was quick the staff was very courteous and the English Breakfast was amazing,1
the choco lava cake was cold very disappointing,0
It has been an wonderful experience at this place The service was quick the staff was very courteous and the English Breakfast was amazing,1
Ur food was delivered cold for me,0
Excellent Im in love with their food Very satisfying,1
This place is really awesome I love the food and ambience This is one the best cafe in the city  Staff is very polite generous and proactive,1
"I will restrict this review to paramater ratings
Food 2 out of 5
Beverages 2 out of 5
Price 1 out of 5
Service 2 out of 5
Ambiance 2 out of 5",0
Loved the ambience menu aroma service and food here One of the nice place to visit in kormangla N yeah dis iz a lively place Must must try,1
Great place its a bunglow house converted into a nurceryantique shopcafe The plant collection in the nurcery is amazing and food also is great,1
Ur food was delivered cold for me,0
The breakfast was good the service was nice the price is ok the zomato gold works good and saves u a lot of money over all a good experience,1
nachos was of bad taste n smelled oil and pizza was ook,0
food quality is very bad please never order pizza from this place,0
ossam,1
Mouth watering pizza Very affordable with zomato gold Dedicated staff is present Would love to visit this place again Nice ambience,1
Its a home with great furniture to just sit and work or spend lots of time with friends Food is decent but place is much better to chillax,1
,1
The burger didnt contained cheese at all,0
the food wasnt good,0
good,1
Amazing place Very friendly staff Wide range of flavours of sheesha available Good ambiance Pretty cool hangout place for college students,1
food was good bt late service,0
Why not delivering in roopena agrahara near to silk board side  You will more consumers from here  kindly reply we are looking to hear from you,0
The chillie paneer and Alfredo pasta were amazingly awesomeLoved the taste,1
The food and the music was really tastybut the quantity good have been a bit morethe staffs were cordial will surely visit again in near future,1
"Best places for ur Sunday breakfast s
Always crowded need to wait few min s
Scrumptious food
Homely environment
It has become my Sunday BF adDa now",1
The burgers are not good No taste at all,0
awesome,1
Great place its a bunglow house converted into a nurceryantique shopcafe The plant collection in the nurcery is amazing and food also is great,1
I didnt get the food i ordered,0
awesome food and great delivery,1
best Zomato order for me till date,1
Always a welcoming place with the most amazing burgers in town I have tried some 45 burgers already and all taste great Highly recommend ,1
Excellent Im in love with their food Very satisfying,1
Ur food was delivered cold for me,0
The breakfast was good the service was nice the price is ok the zomato gold works good and saves u a lot of money over all a good experience,1
The chillie paneer and Alfredo pasta were amazingly awesomeLoved the taste,1
worst packing ever would never want to eat from this place again your rating was good and i thought it be worth ordering but extremly dissapointed,0
Quantity can be increased,1
"Good place to visit with friends Price of food is little bit high but taste is good
I ordered pasta shake fish and chips and fries Must visit",1
Nice cosy place We visited this place in the afternoon and it was very peaceful We really loved the coffee variety there and the sandwiches also,1
Yummyyyy Food,1
not atol warm it was expected a hot crispy pizza,0
Missing items ordered,0
Went there  Hot place not proper air conditioning  Staff was busy watching movie  Didnt bother to ask for order Walked out right away,0
Food is not so delicious I expected more but it dissapointed me,0
"We tried the cheesy scrambled eggs with wedges  They were really good Perfectly cooked eggs
The seating is also quite good for a meeting",1
I ordered 2 cups of ginger tea and got 2 cups of black tea,0
"Perfect place for small budget eatouts
A tiny but cosy place Loved the food
No much options under drinks Only alcohol they serve is beer",1
I had been to this place  had Typical English Breakfast and it was awesome to have it I recomment to come here and enjoy the foodThank you,1
Hukka was awesome The Arabic chicken Biriyani is very good taste Love the Ambience and service Would surly visit then again and again,1
The mocktails were good We ordered pork ribs which was well prepared But the sizzler was not so great Overall it was ok ok on the better side,1
"Perfect place for small budget eatouts
A tiny but cosy place Loved the food
No much options under drinks Only alcohol they serve is beer",1
non veg smell in veg food,0
Nothing above average tbh  coffee shake is trash  delivery was horrendous,0
Good quality food The dosa and chicken curry is yummy The dosa and veg curry is yummier Overall good food Consistent quality Keep it up guys,1
good,1
the food was very bad,0
great,1
good,1
"My goto place for an English breakkie at bangalore
Their hash browns and bacon are absolutely divine
I love their French toast and the pan cakes",1
order not delivered,0
"What a great find
The ambience was nice food was pretty good and the prices just amazing
This place is Definitely going to my revisit list ",1
the delivery took a long time and burger was not hot,0
Appealing ambience Reasonable rates collage friendly and one of the best eat out near jc campus limited options with good tast and appearance ,1
Pathetic experience ever I wont suggest anyone to go der to waste money Too costly and quantity that dey r serving is very less Not worth going,0
Very nice food Ambience is also very calm Loved the white sauce pasta and the veg indian meal The location of the restaurant is also apt,1
,0
Awesome chicken burger D D ,1
super,1
Ordered the chicken wholesome and caramel banana French toast Both were amazing Ideal place for a good breakfast The pancakes are good as well,1
"The sandwich was filled with mayonnaise
Taste can be improved",0
Quite quiet and peaceful to work in They have really good cheesecake in a jar and pita with hummus Service is good although not the best,1
The Ice cream wasnt even cold it was warm,0
Nice tasty food,1
Did not like the shawarma chicken pieces were too hard and tasted weird Shake was really good,0
wedges were burnt,0
Spaghetti Not edible,0
nice foodawesome Peri Peri fries ,1
nachos was of bad taste n smelled oil and pizza was ook,0
good,1
"Great food relaxed ambiance perfect place to unwind with friends
Service was exceptional ",1
Ordered the chicken wholesome and caramel banana French toast Both were amazing Ideal place for a good breakfast The pancakes are good as well,1
Very slow service Limited variety Taste very ordinary Nothing unique Very less range for veg customers I may not recommend for pure vegetarians,0
good,1
I had a great experience with lovely and tasty dishes Specially the ambience is very great  Every1 shd try to taste out the best ,1
Poor service n management Food was a litltle bit okay average food taste Good for Gamers,0
good,1
Decent place to have Hookah and good times with your friends not very expensive A budgeted place  Food was very nice so as the ambience ,1
Healthy food clean and peacefully tucked away from the main road Friendly staff,1
,1
not so good,0
awesome food and great delivery,1
It has been an wonderful experience at this place The service was quick the staff was very courteous and the English Breakfast was amazing,1
,1
Quantity can be increased,1
Very bad Pathetic exp,0
I had the Thai curry ate it all so I dont have evidence the tiramisu is okay can be better Cozy nice place Good music Nice location,1
good,1
writing review is waste,0
Shubhankar is a nice good server The place is amazing with good food and music I will surely come back again As I have visited this place twice,1
Not up to the expectation Jamaican bomb was not up to mark OK OK,0
Potato wedges taste too good,1
A good place enjoyed it with my friends and ambiance is amazing really loved it need to make it a regular hangout place and food was brilliant,1
The mocktails were good We ordered pork ribs which was well prepared But the sizzler was not so great Overall it was ok ok on the better side,1
Good food both in quality and quantity fast service good place to hang out with friends This place is recommended will love to visit again,1
good,1
awesome food and great delivery,1
order not delivered,0
writing review is waste,0
"The sandwich was filled with mayonnaise
Taste can be improved",0
good taste,1
a little overpriced,1
not so good,0
Great place its a bunglow house converted into a nurceryantique shopcafe The plant collection in the nurcery is amazing and food also is great,1
Quite quiet and peaceful to work in They have really good cheesecake in a jar and pita with hummus Service is good although not the best,1
"Best coffee in the mall
Service was quick Ambiance is good
Good flevers off coffee
egg puff was not goodnot crispy
the coffee exallent",1
bad Patty was spoiled it smelled bad and shake was just water and a Oreo thrown in it,0
"Nice place to chill out and have a good time with friends Nice ambience and good tasting food

Good selection of foods for both veg and non veg",1
Huguvihiihhftgdddfcvhjjjbhfiu,1
"Good taste
Best in quality
Best in service
Best restaurent in jayanagar for having fast food
Must visit and enjoy the taste",1
Awesome,1
"Really good approach towards customers Drinks and food really tasty
Good ambiance and music  and good service as well 
Must visit once ",1
food quality is very bad please never order pizza from this place,0
Bad,0
good,1
"Perfect place for small budget eatouts
A tiny but cosy place Loved the food
No much options under drinks Only alcohol they serve is beer",1
the death by chocolate cake is too hard and on an whole it sucks,0
Spaghetti Not edible,0
Need to arrive early to get a nice place to set Pricing is decent and food is good Mostly crowded for hookahs and mocktails with sandwiches,1
,1
Superb place to order from,1
Nice tasty food,1
Nothing above average tbh  coffee shake is trash  delivery was horrendous,0
I opted for extra veg but no veg only n its not hot,0
nice and tasty,1
good,1
,1
Worst food that I have ever ate garlic bread was not cooked pizza was not cooked properly,0
Bad taste,0
nice burgers,1
the delivery took a long time and burger was not hot,0
Complete waste of moneyBoth the paneer pakoda and the burger was completely burnt severely disappointed,0
order not delivered,0
The breakfast was good the service was nice the price is ok the zomato gold works good and saves u a lot of money over all a good experience,1
Nice little cafe Very friendly staff Food is nice as well Would recommend baba black sheep burger as well as white truffle cafe in desserts,1
Much needed place in ORR has a great ambience The staff r too friendly and down to earth Awesome food Best place to hangout with friends,1
The burger didnt contained cheese at all,0
"Nice place to chill out and have a good time with friends Nice ambience and good tasting food

Good selection of foods for both veg and non veg",1
nice,1
,1
Worst restaurant 2rs bun coupled with 2 tomatoes and 2 cucumber and theyll charge you 130 Avoid at any cost even if youre extremely hungry,0
I opted for extra veg but no veg only n its not hot,0
"Good variety of food great ambiance
Disappointed with Pasta  but its ok when you get such exceptional service
Will come again ",1
Nice tasty food,1
Disappointing place for a Hookah parlour Needs a serious makeover with menu and ambience Food seems pretty OK but the portions are very small,0
on time,1
Worst hot chocolate in the history Please dont name it Dark Chocolate Theres nothing chocolate about it let alone Dark Chocolate,0
"A very small beautiful place
I really loved it
Everything was so beautiful that I loved every bit of it I visited Church Street Lasagna was OMG",1
h,1
I loved the sandwich,1
it got delieverd very late because food was totally cold  nachos n burger was spoiled totally,0
Very good sheesha and the pasta creamy garlic too cheesy its Soo yummy the fish grilled cheese fish ufff Soo yummy food addicted to this place,1
ordered medium but received small,0
The place is prefect if you want to have a nice long conversation or have your alone time and work or read something and have coffee and some snacks,1
Nice cosy place We visited this place in the afternoon and it was very peaceful We really loved the coffee variety there and the sandwiches also,1
Very highly priced icecream,0
I opted for extra veg but no veg only n its not hot,0
Been here for an evening snack the interiors are well put up A nice comfy place The food was ok similar to what other smallys have on offer,1
"I ordered a walnut brownie but I got a chocolate brownie
Please revert",0
Great coffee good burger bad sandwitch ,0
Nice place for hookah lovers Food was also good I ordered Manchow soup fried fish kargress coffer and pass rasna hookah All was awesome,1
Great ambience and decor Food tastes amazing Burgers Coffee and desserts tastes so great they will trigger you visit the restaurant again,1
This place is really awesome I love the food and ambience This is one the best cafe in the city  Staff is very polite generous and proactive,1
Amazing food Cheese corn balls is a must try Alfredo pasta was also good Best Oreo Shake Vegetarian food was Good Didnot try other food items,1
Just crust All the way,0
Quite quiet and peaceful to work in They have really good cheesecake in a jar and pita with hummus Service is good although not the best,1
order not delivered,0
awesome food and great delivery,1
not so good,0
not atol warm it was expected a hot crispy pizza,0
Small place but still the ambience was fabulous I havent tried any food but different coffees and cookies A perfect place for break time,1
Perfect place to spend a really good timeThumbs up for both tea and coffeeI come here everytime and enjoy my perfect cup of tea and snacks,1
quality packing of foodOn point taste,1
Ausum place to chill Great music great hukka and good food  Must try here  The staff was very courteous and responsive  Ambience is amazing,1
The chillie paneer and Alfredo pasta were amazingly awesomeLoved the taste,1
Amazing place  beautiful interior  quick service and most importantly delicious food  Just loved this place  the manager is very helpful ,1
"Food tastes good Food is healthy Staff are courteous Not much in terms of variety
The veg has two options Indian and Global Ditto for non veg",1
"Perfect place for small budget eatouts
A tiny but cosy place Loved the food
No much options under drinks Only alcohol they serve is beer",1
Pizza can be improved ,1
received wrong order,0
its not a pizza luks like normal bread,0
Lovely atmosphere to sit and have a bite of ur choice there is a lot in menu items which u would want to taste Kudos to bubbles,1
taste and even the packing of the food is good,1
Cafe best place to hang out wid best buddies,1
,1
the death by chocolate cake is too hard and on an whole it sucks,0
taste and even the packing of the food is good,1
good,1
Good food both in quality and quantity fast service good place to hang out with friends This place is recommended will love to visit again,1
Ordered prawn biriyani The quality of rice and prawn was good It was light and tasty The quantity of gravy and raita can be increased though ,1
dont ever order pizza from here,0
"I love maggi in mug n bean Very good services nd staff is very friendly
Chocolate sandwich is very testy so go nd try it",1
Tata cha a place for tea lover great menu great ambience great taste  Never ever thought that a time would come that only chai cafe would open ,1
,1
Why not delivering in roopena agrahara near to silk board side  You will more consumers from here  kindly reply we are looking to hear from you,0
Great ambience and decor Food tastes amazing Burgers Coffee and desserts tastes so great they will trigger you visit the restaurant again,1
worst packing ever would never want to eat from this place again your rating was good and i thought it be worth ordering but extremly dissapointed,0
"My goto place for an English breakkie at bangalore
Their hash browns and bacon are absolutely divine
I love their French toast and the pan cakes",1
I ordered 2 cups of ginger tea and got 2 cups of black tea,0
Teal door cafe is am excellent cafe to hang out and the food is brilliant we ordered thai pav and mexican roll Manju s service was excellent,1
Combo quantity is not sufficient as price Taste is not worth price Based on quantity and taste seems costly,0
"Nice place to chill out and have a good time with friends Nice ambience and good tasting food

Good selection of foods for both veg and non veg",1
wet n worst food worst food of my life,0
"I ordered a walnut brownie but I got a chocolate brownie
Please revert",0
Amazing There are real authentic Japanese cafe  sweets Matcha Kintoki was so great Home made UDON noodle also very nice Must visit in Bangalore,1
non veg smell in veg food,0
"Homely ambience
Nice welcome by owner
Chicken nuggets and french fries are good
Burger is also good
Wash rooms are average needs improvement ",1
Very slow service Limited variety Taste very ordinary Nothing unique Very less range for veg customers I may not recommend for pure vegetarians,0
late delivery,0
Its very calm and peaceful place it will be a good choice for date ambiance is good I loved coffee over here Italian dishes are delicious,1
Ausum place to chill Great music great hukka and good food  Must try here  The staff was very courteous and responsive  Ambience is amazing,1
,1
Always a welcoming place with the most amazing burgers in town I have tried some 45 burgers already and all taste great Highly recommend ,1
I opted for extra veg but no veg only n its not hot,0
bad Patty was spoiled it smelled bad and shake was just water and a Oreo thrown in it,0
The worst burger ever,0
The pesto was really bitter and the pasta wasnt worth the price,0
non veg smell in veg food,0
received wrong order,0
Much needed place in ORR has a great ambience The staff r too friendly and down to earth Awesome food Best place to hangout with friends,1
I opted for extra veg but no veg only n its not hot,0
Nice,1
Package was very bad half my coffee had leaked,0
Package was very bad half my coffee had leaked,0
its not a pizza luks like normal bread,0
good,1
very normal breadbut not taste,0
yummy foood,1
The chillie paneer and Alfredo pasta were amazingly awesomeLoved the taste,1
Quantity can be increased,1
good food,1
The Ice cream wasnt even cold it was warm,0
The ambiance of the place is really cozy and nice even though its a small place The waffles are really affordable and tasty Worth a visit,1
"Prompt delivery
Had ordered white pasta veg pizz veg grilled sandwich and vegetable maggie

All the items were good
Will order again for sure",1
the food wasnt good,0
peri peri fries were not as usual,0
the delivery took a long time and burger was not hot,0
,1
not bad,0
"Perfect place for small budget eatouts
A tiny but cosy place Loved the food
No much options under drinks Only alcohol they serve is beer",1
the choco lava cake was cold very disappointing,0
Great place for south Indian and Italian within the area Friendly on the pocket as well 200250 max for 2 Good ambiance and friendly service,1
good,1
happy,1
not bad but they didnt follow my instructions,1
the food wasnt good,0
Really bad taste and packaging Burnt sausage,0
Its very calm and peaceful place it will be a good choice for date ambiance is good I loved coffee over here Italian dishes are delicious,1
"The Ferrero rocher thick shake was not at all thick
Sandwich was soggy and very less fillings Inside
Burger was good",0
,1
"This place is the go for the Sweet tooth  Perfect ambience less crowd and food served at time What more to ask for
Ambience 45
Taste  45",1
The food and the music was really tastybut the quantity good have been a bit morethe staffs were cordial will surely visit again in near future,1
Pizza can be improved ,1
"This place is the go for the Sweet tooth  Perfect ambience less crowd and food served at time What more to ask for
Ambience 45
Taste  45",1
elivwred Burger were exceptional If the buns were preheated then the burgers would have been best,1
"Best places for ur Sunday breakfast s
Always crowded need to wait few min s
Scrumptious food
Homely environment
It has become my Sunday BF adDa now",1
good,1
Nice and quite cafe in the heart of the city Good place for a quite evening Tried there fries  Earl Grey Tea Double Shot Espresso Great service,1
Nice little cafe Very friendly staff Food is nice as well Would recommend baba black sheep burger as well as white truffle cafe in desserts,1
Food is very yummy enjoyed a lot here very specious restaurant probably the best in this locality in terms of quality and also economic tooo thanks,1
"Best places for ur Sunday breakfast s
Always crowded need to wait few min s
Scrumptious food
Homely environment
It has become my Sunday BF adDa now",1
It was non spicy,0
One of the best places to hangout in Koramangala Pocket friendly  great ambience pleasant service and delicious foodhighly recommended,1
Good restaurant excellent locality I opposite of Oil had a juice here its great will update review free having dinner here,1
ordered medium but received small,0
Very slow service Limited variety Taste very ordinary Nothing unique Very less range for veg customers I may not recommend for pure vegetarians,0
I opted for extra veg but no veg only n its not hot,0
too bad taste,0
The breakfast was good the service was nice the price is ok the zomato gold works good and saves u a lot of money over all a good experience,1
Ordered prawn biriyani The quality of rice and prawn was good It was light and tasty The quantity of gravy and raita can be increased though ,1
This place is really really good for its ambiance and food The cost is decent and friendly staff Hookah is good here and so are the pizzas ,1
Ordered garlic rice with kadai panner Food was inedible They share fake post by them self for a hype Waste of time n money Eat at ur own risk,0
It was non spicy,0
,1
pizza was not baked properly,0
Bad taste,0
Its not at all walnut brownie,0
writing review is waste,0
nice service the food is good staff r friendly i liked the mango smoothi and chicken burger  blue berry cheese cake  u need to try this place,1
not bad but they didnt follow my instructions,1
its not a pizza luks like normal bread,0
,1
nice,1
Superb place to order from,1
Ordered the chicken wholesome and caramel banana French toast Both were amazing Ideal place for a good breakfast The pancakes are good as well,1
thank you for management team for positive response the chocolate brownie is too yum appreciated service,1
Quality not as expected upon the charge taken,0
I have order food from this restaurant  the taste was horrible it  was a total wastage of money,0
yum yum,1
received wrong order,0
The pasta wasnt great The sandwich was awesome,1
Very slow service Limited variety Taste very ordinary Nothing unique Very less range for veg customers I may not recommend for pure vegetarians,0
late delivery,0
"Best places for ur Sunday breakfast s
Always crowded need to wait few min s
Scrumptious food
Homely environment
It has become my Sunday BF adDa now",1
Always a welcoming place with the most amazing burgers in town I have tried some 45 burgers already and all taste great Highly recommend ,1
I had the Thai curry ate it all so I dont have evidence the tiramisu is okay can be better Cozy nice place Good music Nice location,1
Nice and quite cafe in the heart of the city Good place for a quite evening Tried there fries  Earl Grey Tea Double Shot Espresso Great service,1
It was non spicy,0
"We ordered all American burger and sandwiches it was not cooked properly The taste was bad
Dont ever order from this place
Its too pricey too",0
"Good place to have Veggie food
Option are there for food
Maggies are my fav
Frequented by College Goers from Christ
Good food in Economical rates",1
the food wasnt good,0
Very good sheesha and the pasta creamy garlic too cheesy its Soo yummy the fish grilled cheese fish ufff Soo yummy food addicted to this place,1
They sent some other product,0
Nice food and jovial owner Apt for ppl who want to dine in silence with books Sandwiches and veg omlete are particularly good Worth a try,1
very good quality and quantity you can go for this restaurant,1
it was gOodBt it wouldbe betterif you have provide some snackstoo,1
I didnt get the food i ordered,0
Loved the classy ambience and their mocha with cream its one of the best Should drop by for anytime coffee and very courteous staff,1
Perfect place to spend a really good timeThumbs up for both tea and coffeeI come here everytime and enjoy my perfect cup of tea and snacks,1
I have ordered one pizza and they send me one pizza its not at all worth,0
ossam,1
Moderately good super expensive food Even 2 extra olives in a burger is charged 15 bucks Missed subway,0
Enjoyed VERY NICE FOOD especially the grilled sandwich staff nd service was very goodI also liked the interiors of the cafe nd its ambience,1
too late,0
Why not delivering in roopena agrahara near to silk board side  You will more consumers from here  kindly reply we are looking to hear from you,0
Great place to hangout with friends delicious food pasta French fries chicken burger friendly staff visiting here for second time peace,1
Great place its a bunglow house converted into a nurceryantique shopcafe The plant collection in the nurcery is amazing and food also is great,1
Food is very yummy enjoyed a lot here very specious restaurant probably the best in this locality in terms of quality and also economic tooo thanks,1
not up to expectations dint enjoy the burger  disappointed,0
Food is not so delicious I expected more but it dissapointed me,0
The chillie paneer and Alfredo pasta were amazingly awesomeLoved the taste,1
such a bad service ordered a combo and didnt receive one of the item and the food was also disgusting,0
too late,0
"Best food
Great service
Best part is these guys serve Indian combos as well And which are yummy too They hv enough space and great service",1
Enjoyed VERY NICE FOOD especially the grilled sandwich staff nd service was very goodI also liked the interiors of the cafe nd its ambience,1
Though the ambience was good food wasnt upto the mark Tried their pork belly steak which was too rubbery The wings were not that great either,0
the choco lava cake was cold very disappointing,0
items missing,0
"Best food
Great service
Best part is these guys serve Indian combos as well And which are yummy too They hv enough space and great service",1
Amazing fooodd,1
very bad taste,0
Very good burger,1
order not delivered,0
Did not like the shawarma chicken pieces were too hard and tasted weird Shake was really good,0
The place is prefect if you want to have a nice long conversation or have your alone time and work or read something and have coffee and some snacks,1
"We ordered all American burger and sandwiches it was not cooked properly The taste was bad
Dont ever order from this place
Its too pricey too",0
Burger was awesome Good place small and crowded  menu is awesome decor and ambience is nice Overall a good place for a small group to hangout,1
Pepsi I got the small sizeand I had ordered for the medium size,0
Enjoyed VERY NICE FOOD especially the grilled sandwich staff nd service was very goodI also liked the interiors of the cafe nd its ambience,1
Very good burger,1
the death by chocolate cake is too hard and on an whole it sucks,0
Very slow service Limited variety Taste very ordinary Nothing unique Very less range for veg customers I may not recommend for pure vegetarians,0
,1
writing review is waste,0
Good place for breakfast You might have to wait for 1520 minutes to get a table on weekends but its worth the wait Will definitely visit again,1
I doubt if they really wash the coffee mugs Always dirty staff were very polite ,0
the food wasnt good,0
Good restaurant excellent locality I opposite of Oil had a juice here its great will update review free having dinner here,1
non veg smell in veg food,0
Spaghetti Not edible,0
It was non spicy,0
"Smoky pasta was all my favoriteLove to recommend
French fries was all good
Pizza could have been more better
Services here are quite responsive",0
"the quantity of masala Maggi was very less 
paying 60 RS and getting 20rs Maggi not fair",0
veg burger taste was awful,0
its not a pizza luks like normal bread,0
good,1
"Best places for ur Sunday breakfast s
Always crowded need to wait few min s
Scrumptious food
Homely environment
It has become my Sunday BF adDa now",1
The food and the music was really tastybut the quantity good have been a bit morethe staffs were cordial will surely visit again in near future,1
Much needed place in ORR has a great ambience The staff r too friendly and down to earth Awesome food Best place to hangout with friends,1
Just crust All the way,0
Nice place for birthday party hanging out chatting with friends celebrating birthdays food tasty food all types of foods place is good and nearby too,0
Amazing Walnut Brownie,1
Awesome,1
waste of money,0
Complete waste of moneyBoth the paneer pakoda and the burger was completely burnt severely disappointed,0
"The sandwich was filled with mayonnaise
Taste can be improved",0
Location is hideous Insects everywhere The pasta was so bland The veggie burger was quite spicy Not a place for couples Or for anyone actually,0
Good food and hookah  Very pocket friendly and a fun spot to hang out in Btm layout Interiors are simple and nice Good staff and nice service,1
moderate,0
This place has great ambience with beautiful sitting arrangementHas an awesome serviceThe food is deliciousOverall a good place to relax,1
yummy foood,1
not atol warm it was expected a hot crispy pizza,0
bad quality,0
It felt like home made and very bad in taste The main part is I didnt get the pizza that I ordered Worst for service,0
"Good place to visit with friends Price of food is little bit high but taste is good
I ordered pasta shake fish and chips and fries Must visit",1
Nothing above average tbh  coffee shake is trash  delivery was horrendous,0
"I ordered a walnut brownie but I got a chocolate brownie
Please revert",0
It was non spicy,0
Shubhankar is a nice good server The place is amazing with good food and music I will surely come back again As I have visited this place twice,1
The ambience of the place is really cozy and nice even though its a small place The waffles are really affordable and tasty Worth a visit,1
